bioID,useFirst,firstName,middleName,lastName,nameGiven,fullGivenName,nameSuffix,nameNick,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,birthCity,birthState,birthCountry,highSchool,hsCity,hsState,hsCountry,deathDate,race
milleja01,Jay,Jay,Julian,Miller,,,,Jay Jay,F,0,0,77,205,Notre Dame,,7/19/1943,St. Louis,MO,USA,Goshen,Goshen,IN,USA,4/5/2001,W
milleol01,Oliver,Oliver,J.,Miller,,,,Big O,C-F,0,0,81,280,Arkansas,,4/6/1970,Fort Worth,TX,USA,Southwest,Fort Worth,TX,USA,0000-00-00,B
millsjo01,John,John,,Mills,,,,Long John,C-F,0,0,80,203,Western Kentucky,,9/7/1919,,,,,,,,8/25/1995,W
millspa01,Paul,Paul,,Millsap,,,,,F,0,0,80,245,Louisiana Tech,,2/10/1985,Monroe,LA,USA,Grambling,Grambling,LA,USA,0000-00-00,B
millste01,Terry,Terry,Richard,Mills,,,,T,F,0,0,82,230,Michigan,,12/21/1967,Romulus,MI,USA,Romulus,Romulus,MI,USA,0000-00-00,B
minerha01,Harold,Harold,David,Miner,,,,Baby Jordan,G,0,0,77,210,USC,,5/5/1971,Inglewood,CA,USA,Inglewood,Inglewood,CA,USA,0000-00-00,B
minnidi01,Dirk,Dirk,DeWayne,Minniefield,,,,,G,0,0,75,180,Kentucky,,1/17/1961,Lexington,KY,USA,Lafayette,Lexington,KY,USA,0000-00-00,B
minorgr01,Greg,Greg,Magado,Minor,,,,,G-F,0,0,78,210,Louisville,,9/18/1971,Sandersville,GA,USA,Washington County,Sandersville,GA,USA,0000-00-00,B
minorma01,Mark,Mark,William,Minor,,,,,F,0,0,78,210,Ohio State,,5/14/1950,,,,Solon,Solon,OH,USA,0000-00-00,W
miskija01,Jason,Jason,Oliver,Miskiri,,,,,G,0,0,74,175,George Mason,Montgomery College,8/19/1975,Georgetown,,GUY,Montgomery Blair,Silver Spring,MD,USA,0000-00-00,B
mitchle01,Leland,Leland,,Mitchell,,,,,G,0,0,76,210,Mississippi State,Pearl River CC,2/22/1941,Kiln,MS,USA,Kiln,Kiln,MS,USA,0000-00-00,W
mitchmu01,Murray,Murray,C.,Mitchell,,,,,C,0,0,78,0,Sam Houston State,,3/19/1923,,,,Huntsville,Huntsville,TX,USA,0000-00-00,W
moblecu01,Cuttino,Cuttino,Rashawn,Mobley,,,,Cat,G,0,0,76,190,Rhode Island,,9/1/1974,Philadelphia,PA,USA,Cardinal Dougherty / Maine Central Inst.,Philadelphia / Pittsfield,PA / ME,USA,0000-00-00,B
mobleer01,Eric,Eric,,Mobley,,,,E. Mo,C,0,0,83,235,Pittsburgh,Allegany CC (MD),2/1/1970,Bronx,NY,USA,Salesian / Evander Childs,New Rochelle / Bronx,NY,USA,0000-00-00,B
moffela01,Larry,Larry,,Moffett,,,,,F,0,0,80,210,UNLV,Compton CC/Murray State,11/5/1954,Mobile,AL,USA,Horace Mann,Gary,IN,USA,0000-00-00,B
mogusle01,Leo,Leo,,Mogus,,,,,F-C,0,0,76,190,Youngstown State,,4/13/1921,Youngstown,OH,USA,Scienceville,Youngstown,OH,USA,0000-00-00,W
mohamna01,Nazr,Nazr,Tahiru,Mohammed,,,,,C,0,0,82,221,Kentucky,,9/5/1977,Chicago,IL,USA,Kenwood,Chicago,IL,USA,0000-00-00,B
moisoje01,Jerome,Jerome,,Moiso,,,,,F,0,0,82,232,UCLA,,6/15/1978,Paris,,FRA,Milford Academy,Milford,CT,USA,0000-00-00,B
mokespa01,Paul,Paul,Keen,Mokeski,,,,"Mo, Speed Bump",C-F,0,0,84,250,Kansas,,1/3/1957,Spokane,WA,USA,Crespi Carmelite,Encino,CA,USA,0000-00-00,W
moliswa01,Wayne,Wayne,J.,Molis,,,,,F,0,0,80,230,Lewis,Chicago Teachers,4/17/1943,Chicago,IL,USA,Harrison,Chicago,IL,USA,3/24/2002,W
moncrsi01,Sidney,Sidney,Alvin,Moncrief,,,,"The Squid, Sir Sid",G,0,0,75,180,Arkansas,,9/21/1957,Little Rock,AR,USA,Hall,Little Rock,AR,USA,0000-00-00,B
moneyer01,Eric,Eric,V.,Money,,,,,G,0,0,72,170,Arizona,,2/6/1955,Detroit,MI,USA,Kettering,Detroit,MI,USA,0000-00-00,B
moniase01,Sergei,Sergei,,Monia,,,,,F,0,0,80,220,none,,4/15/1983,Saratov,,RUS,,,,,0000-00-00,W
monroro01,Rodney,Rodney,Eugene,Monroe,,,,,G-F,0,0,74,170,North Carolina State,,4/16/1968,Baltimore,MD,USA,Saint Maria Goretti,Hagerstown,MD,USA,0000-00-00,B
montrer01,Eric,Eric,Scott,Montross,,,,,C,0,0,84,270,North Carolina,,9/23/1971,Indianapolis,IN,USA,Lawrence North,Indianapolis,IN,USA,0000-00-00,W
moorean01,Andre,Andre,M.,Moore,,,,,F,0,0,81,190,Loyola (IL),Illinois-Chicago,7/2/1964,Chicago,IL,USA,Carver,Chicago,IL,USA,0000-00-00,B
moorelo01,Lowes,Lowes,Lee,Moore,,,,,G,0,0,73,170,West Virginia,,5/5/1957,Plymouth,SC,USA,Mount Vernon,Mount Vernon,NY,USA,0000-00-00,B
mooreot01,Otto,Otto,George,Moore,,,,Say No Moore,C-F,0,0,83,205,Pan American,,8/27/1946,Miami,FL,USA,George Washington Carver,Miami,FL,USA,0000-00-00,B
mooretr01,Tracy,Tracy,Lamont,Moore,,,,,G-F,0,0,76,200,Tulsa,,12/28/1965,Oklahoma City,OK,USA,John Marshall,Oklahoma City,OK,USA,0000-00-00,B
morgare01,Rex,Rex,,Morgan,,,,,G,0,0,77,190,Jacksonville,Lakeland CC,10/27/1948,Charleston,IL,USA,Charleston,Charleston,IL,USA,0000-00-00,W
morgeel01,Elmore,Elmore,Robert,Morgenthaler,,,,Elmo,C,0,0,81,230,New Mexico Mines,Boston College,8/3/1922,(ht) Amarillo,TX,USA,Hobbs,Hobbs,NM,USA,11/25/1997,W
mornida01,Darren,Darren,,Morningstar,,,,,C,0,0,82,235,Pittsburgh,Navy,4/22/1969,Stevenson,WA,USA,Stevenson,Stevenson,WA,USA,0000-00-00,W
morriad01,Adam,Adam,John,Morrison,,,,,F,0,0,80,205,Gonzaga,,7/19/1984,Casper,WY,USA,Mead,Spokane,WA,USA,0000-00-00,W
morrida01,Darius,Darius,Aaron,Morris,,,,,G,0,0,76,190,Michigan,,1/3/1991,Los Angeles,CA,USA,Windward School,Los Angeles,CA,USA,0000-00-00,B
morriis01,Isaiah,Isaiah,Butch,Morris,,,,,F,0,0,80,228,Arkansas,San Jacinto,4/2/1969,Richmond,VA,USA,Huguenot,Richmond,VA,USA,0000-00-00,B
morrijo01,John,John,Russell,Morrison,,,,,G,0,0,74,190,Canisius,,5/2/1945,(ht) Roselle Park,NJ,USA,Seton Hall Prep,West Orange,NJ,USA,0000-00-00,W
morrima02,Marcus,Marcus,,Morris,,,,Mook,F,0,0,81,235,Kansas,,9/2/1989,Philadelphia,PA,USA,Prep Charter / APEX Academy,Philadelphia / Pennsauken,PA / NJ,USA,0000-00-00,B
morrira01,Randolph,Randolph,Albert,Morris,,,,,F,0,0,83,260,Kentucky,,1/2/1986,Houston,TX,USA,Landmark Christian,Atlanta,GA,USA,0000-00-00,B
morrite01,Terence,Terence,Darea,Morris,,,,,F,0,0,81,221,Maryland,,1/11/1979,Frederick,MD,USA,Thomas Johnson,Frederick,MD,USA,0000-00-00,B
mortodw01,Dwayne,Dwayne,Lamont,Morton,,,,,F-G,0,0,78,195,Louisville,,8/8/1971,Louisville,KY,USA,Central,Louisville,KY,USA,0000-00-00,B
mortojo01,John,John,,Morton,,,Jr.,Salt,G,0,0,75,180,Seton Hall,,5/18/1967,Bronx,NY,USA,Walton,Bronx,NY,USA,0000-00-00,B
mortori01,Richard,Richard,,Morton,,,,,G,0,0,75,190,Cal. State - Fullerton,,2/2/1966,San Francisco,CA,USA,Balboa,San Francisco,CA,USA,0000-00-00,B
moslegl01,Glenn,Glenn,E.,Mosley,,,,,F,0,0,80,195,Seton Hall,,12/26/1955,Newark,NJ,USA,Irvington Tech,Irvington,NJ,USA,0000-00-00,B
mosspe01,Perry,Perry,Victor,Moss,,,,,G,0,0,74,185,Northeastern,,11/11/1958,Tucson,AZ,USA,Wilbraham & Munson / Regional,Wilbraham / Amherst,MA,USA,0000-00-00,B
motenla01,Lawrence,Lawrence,Edward,Moten,,,III,,G,0,0,76,185,Syracuse,,3/25/1972,Washington,DC,USA,Archbishop Carroll / New Hampton,Washington / New Hampton,DC / NH,USA,0000-00-00,B
mottoha01,Hanno,Hanno,Aleksanteri,Mottola,,,,,F,0,0,82,245,Utah,,9/9/1976,Helsinki,,FIN,Makelanrinne,Helsinki,,FIN,0000-00-00,W
mournal01,Alonzo,Alonzo,Harding,Mourning,,,Jr.,Zo,C,0,0,82,240,Georgetown,,2/8/1970,Chesapeake,VA,USA,Indian River,Chesapeake,VA,USA,0000-00-00,B
mozgoti01,Timofey,Timofey,Pavlovich,Mozgov,,,,,C,0,0,85,250,none,,7/16/1986,St. Petersburg,,RUS,,,,,0000-00-00,W
mueller01,Erwin,Erwin,L.,Mueller,,,,,C-F,0,0,80,230,San Francisco,,3/12/1944,Livermore,CA,USA,Livermore,Livermore,CA,USA,0000-00-00,W
mundtto01,Todd,Todd,,Mundt,,,,,C,0,0,84,250,Delta State,Memphis State,5/17/1970,Iowa City,IA,USA,Central Merry,Jackson,TN,USA,0000-00-00,W
munroge01,George,George,B.,Munroe,,,,,G,0,0,71,160,Dartmouth,Columbia,1/5/1922,Joliet,IL,USA,Joliet,Joliet,IL,USA,0000-00-00,W
murdoer01,Eric,Eric,Lloyd,Murdock,,,,,G,0,0,73,190,Providence,,6/14/1968,Somerville,NJ,USA,Bridgewater-Raritan,Raritan,NJ,USA,0000-00-00,B
muresgh01,Gheorghe,Gheorghe,Dumitru,Muresan,,,,,C,0,0,91,303,Cluj University (ROM),,2/14/1971,Triteni,,ROM,,,,,0000-00-00,W
murphal01,Allen,Allen,,Murphy,,,,,G-F,0,0,76.5,190,Louisville,,7/15/1952,Birmingham,AL,USA,Parker,Birmingham,AL,USA,0000-00-00,B
murphca01,Calvin,Calvin,Jerome,Murphy,,,,Cal,G,0,0,69,165,Niagara,,5/9/1948,Norwalk,CT,USA,Norwalk,Norwalk,CT,USA,0000-00-00,B
murphja01,Jay,Jay,Dennis,Murphy,,,,,F,0,0,81,220,Boston College,,6/26/1962,Meriden,CT,USA,Maloney,Meriden,CT,USA,0000-00-00,W
murphjo01,John,John,Francis,Murphy,,,,Moe,F,0,0,74,175,none,,9/13/1924,,,,Simon Gratz,Philadelphia,PA,USA,1/29/2003,W
murphto01,Tod,Tod,James,Murphy,,,,,C-F,0,0,81,220,California-Irvine,,12/24/1963,Long Beach,CA,USA,Lakewood,Lakewood,CA,USA,0000-00-00,W
murphtr01,Troy,Troy,Brandon,Murphy,,,,,F,0,0,83,245,Notre Dame,,5/2/1980,Sparta,NJ,USA,Delbarton,Northern Hills,NJ,USA,0000-00-00,W
murrala01,Lamond,Lamond,Maurice,Murray,,,,,F-G,0,0,79,236,California,,4/20/1973,Pasadena,CA,USA,John Kennedy,Fremont,CA,USA,0000-00-00,B
murraro01,Ronald,Ronald,,Murray,,,,"Flip, Ron",G,0,0,76,190,Shaw,Meriden CC / Philadelphia CC,7/29/1979,Philadelphia,PA,USA,Strawberry Mansion,Philadelphia,PA,USA,0000-00-00,B
murratr01,Tracy,Tracy,Lamonte,Murray,,,,,F,0,0,79,225,UCLA,,7/25/1971,Los Angeles,CA,USA,Glendora,Glendora,CA,USA,0000-00-00,B
murredo01,Dorie,Dorie,S.,Murrey,,,,,F-C,0,0,80,215,Detroit,,9/7/1943,Detroit,MI,USA,Cass Tech,Detroit,MI,USA,0000-00-00,B
murrewi01,Willie,Willie,Vernon,Murrell,,,,,F,0,0,78,225,Kansas State,Eastern Oklahoma JC,9/13/1941,Taft,OK,USA,Moton,Taft,OK,USA,0000-00-00,B
musian01,Angelo,Angelo,,Musi,,,Jr.,"Tony, Ange",G,0,0,69,145,Temple,,7/25/1918,Philadelphia,PA,USA,Overbrook / Brown Prep,Philadelphia,PA,USA,10/19/2009,W
mutomdi01,Dikembe,Dikembe,M.M.M.J.J.W.,Mutombo,,,,,C,0,0,86,245,Georgetown,,6/25/1966,Kinshasa,,ZAI,Institute Boboto,Kinshasa,,ZAI,0000-00-00,B
muursma01,Martin,Martin,,Muursepp,,,,,F,0,0,81,235,none,,9/26/1974,Tallinn,,EST,49th ,Talinn,,EST,0000-00-00,W
nachabo01,Boris,Boris,Alexander,Nachamkin,,,,,F,0,0,78,210,NYU,,12/6/1933,,,,Thomas Jefferson,Brooklyn,NY,USA,0000-00-00,W
nailole01,Lee,Lee,,Nailon,,,,,F,0,0,80,234,Texas Christian,Southeastern CC / Butler Co. CC,2/22/1975,South Bend,IN,USA,Clay,South Bend,IN,USA,0000-00-00,B
najered01,Eduardo,Eduardo,Alonso,Najera,,,,,F,0,0,80,234,Oklahoma,,7/11/1976,"Meoqui, Chihuahua",,MEX,Cornerstone Christian Academy,San Antonio,TX,USA,0000-00-00,W
nancela01,Larry,Larry,Donell,Nance,,,,,F-C,0,0,82,205,Clemson,,2/12/1959,Anderson,SC,USA,McDuffie,Anderson,SC,USA,0000-00-00,B
napolpa01,Paul,Paul,Wally,Napolitano,,,,,F-G,0,0,74,185,San Francisco,,2/3/1923,,,,McClymonds,Oakland,CA,USA,6/22/1997,W
natersw01,Swen,Swen,Eric,Nater,,Swen Langeberg at J.C.,,The Dutchman,C,0,0,83,240,UCLA,Cypress JC,1/14/1950,Denhelder,,HOL,Wilson (DNP),Long Beach,CA,USA,0000-00-00,W
nathaho01,Howard,Howard,,Nathan,,,,,G,0,0,70,175,Northeast Louisiana,NW Arkansas CC  / DePaul,1/21/1972,Peoria,IL,USA,Manual,Peoria,IL,USA,0000-00-00,B
nattca01,Calvin,Calvin,Leon,Natt,,,,,F,0,0,78,220,Northeast Louisiana,,1/8/1957,Monroe,LA,USA,Bastrop,Bastrop,LA,USA,0000-00-00,B
ndiayma01,Makhtar,Makhtar,Vincent,N'Diaye,,,,,F,0,0,80,231,North Carolina,Wake Forest / Michigan,12/12/1973,Diourbel,,SEN,Oak Hill Academy,Mouth of Wilson,VA,USA,0000-00-00,B
ndiayma02,Mamadou,Mamadou,,N'Diaye,,,,,C,0,0,84,245,Auburn,,6/16/1975,Dakar,,SEN,Maine Central / Delafosse,"Pittsfield / Dakar, SEN",ME,USA / SEN,0000-00-00,B
nealcr01,Craig,Craig,Duane,Neal,,,,Noodles,G,0,0,77,165,Georgia Tech,,2/16/1964,Muncie,IN,USA,Washington,Washington,IN,USA,0000-00-00,W
nealga01,Gary,Gary,,Neal,,,,,G,0,0,76,210,Towson,,10/3/1984,Baltimore,MD,USA,Aberdeen / Calvert Hall College,Aberdeen / Towson,MD,USA,0000-00-00,B
nealll01,Lloyd,Lloyd,,Neal,,,,,C-F,0,0,79,225,Tennessee State,,12/10/1950,Talbottom,GA,USA,Talbottom,Talbottom,GA,USA,0000-00-00,B
nelsoba01,Barry,Barry,G.,Nelson,,,,Bear,C,0,0,82,230,Duquesne,,9/19/1949,,,,Fox Chapel,Fox Chapel,PA,USA,0000-00-00,W
nelsoja01,Jameer,Jameer,,Nelson,,,,,G,0,0,72,190,St. Joseph's,,2/9/1982,Chester,PA,USA,Chester,Chester,PA,USA,0000-00-00,B
nelsoro01,Ron,Ron,,Nelson,,,,,G,0,0,74,175,New Mexico,,10/7/1946,,,,Artesia,Artesia,NM,USA,0000-00-00,W
nembhru01,Ruben,Ruben,R.,Nembhard,,,,,G,0,0,75,208,Weber State,Paris JC,2/20/1972,Bronx,NY,USA,DeWitt Clinton,Bronx,NY,USA,0000-00-00,B
nesbyty01,Tyrone,Tyrone,Lamont,Nesby,,,,,F,0,0,78,225,UNLV,Vincennes,1/31/1976,Cairo,IL,USA,Cairo,Cairo,IL,USA,0000-00-00,B
nesslma01,Martin,Martin,Scott,Nessley,,,,,C,0,0,86,260,Duke,,2/16/1965,Columbus,OH,USA,Whitehall-Yearling,Whitehall,OH,USA,0000-00-00,W
neumajo01,Johnny,Johnny,,Neumann,,,,,G-F,0,0,78,200,Mississippi,,9/11/1951,Memphis,TN,USA,Overton,Memphis,TN,USA,0000-00-00,W
neumapa01,Paul,Paul,R.,Neumann,,,,,G,0,0,73,175,Stanford,,1/30/1938,Newport Harbor,CA,USA,Newport Harbor,Newport Harbor,CA,USA,0000-00-00,W
newbeme01,Melvin,Melvin,,Newbern,,,,,G,0,0,76,200,Minnesota,,6/11/1967,Toledo,OH,USA,Scott,Toledo,OH,USA,0000-00-00,B
newbiiv01,Ivano,Ivano,Miguel,Newbill,,,,,F-C,0,0,81,245,Georgia Tech,,12/12/1970,Sedalia,MO,USA,Southwest,Macon,GA,USA,0000-00-00,B
newblir01,Ira,Ira,,Newble,,,,,F,0,0,79,220,Miami (OH),Mississippi Gulf Coast JC,1/20/1975,Detroit,MI,USA,Southfield,Detroit,MI,USA,0000-00-00,B
newtobi01,Bill,Bill,R.,Newton,,,,,C,0,0,81,220,Louisiana State,,12/22/1950,Rockville,IN,USA,Rockville,Rockville,IN,USA,0000-00-00,W
nichoja01,Jack,Jack,Edward,Nichols,,,,,C-F,0,0,79,222,Washington,USC,4/9/1926,,,,Everett,Everett,WA,USA,12/24/1992,W
nickega01,Gaylon,Gaylon,Harrel,Nickerson,,,,,G,0,0,75,190,NW Oklahoma State,Wichita St / Butler Co CC / Kansas St,2/5/1969,Osceola,AR,USA,North,Wichita,KS,USA,0000-00-00,B
nimphku01,Kurt,Kurt,Allen,Nimphius,,,,,C-F,0,0,82,218,Arizona State,,3/13/1958,Milwaukee,WI,USA,South Milwaukee,Milwaukee,WI,USA,0000-00-00,W
nixdy01,Dyron,Dyron,Patrick,Nix,,,,,F,0,0,79,210,Tennessee,,2/11/1967,Meridian,MS,USA,Fort Walton Beach,Fort Walton Beach,FL,USA,0000-00-00,B
nocioan01,Andres,Andres,Marcelo,Nocioni,,,,,F,0,0,79,225,none,,11/30/1979,Santa Fe,,ARG,,,,,0000-00-00,W
noelda01,David,David,Anthony,Noel,,,II,,F,0,0,78,230,North Carolina,,2/27/1984,Durham,NC,USA,Southern Durham,Durham,NC,USA,0000-00-00,B
nolenpa01,Paul,Paul,Edward,Nolen,,,,High-Pockets,C,0,0,82,215,Texas Tech,,9/3/1929,(ht) Alvarado,TX,USA,Alvarado,Alvarado,TX,USA,5/7/2009,W
norriau01,Audie,Audie,James,Norris,,,,,C,0,0,81,230,Jackson State,,12/18/1960,Jackson,MS,USA,Jim Hill,Jackson,MS,USA,0000-00-00,B
norrisy01,Sylvester,Sylvester,,Norris,,,,Sly,C,0,0,83,220,Jackson State,,2/18/1957,Jackson,MS,USA,Jim Hill,Jackson,MS,USA,0000-00-00,B
norwowi01,Willie,Willie,B.,Norwood,,,,,F,0,0,79,215,Alcorn A&M,,8/8/1947,Carrolton,MS,USA,Marshall,Carrolton,MS,USA,0000-00-00,B
nostrge01,George,George,Thomas,Nostrand,,,,,C-F,0,0,80,195,Wyoming,High Point,1/25/1924,Uniondale,NY,USA,Uniondale,Uniondale,NY,USA,11/8/1981,W
nowitdi01,Dirk,Dirk,Werner,Nowitzki,,,,,C,0,0,83,237,none,,6/19/1978,Wurzburg,,GER,Rontgen Gymnasium,Wurzburg,,GER,0000-00-00,W
nuttde01,Dennis,Dennis,Clay,Nutt,,,,,G,0,0,74,170,TCU,,3/25/1963,Little Rock,AR,USA,Central,Little Rock,AR,USA,0000-00-00,W
n_diaha01,Hamady,Hamady,Barro,N'Diaye,,,,,C,0,0,84,235,Rutgers,,1/12/1987,Dakar,,SEN,Stoneridge Prep,Simi Valley,CA,USA,0000-00-00,B
oaklech01,Charles,Charles,,Oakley,,,,,F-C,0,0,80,225,Virginia Union,,12/18/1963,Cleveland,OH,USA,John Hay,Cleveland,OH,USA,0000-00-00,B
obannch01,Charles,Charles,Edward,O'Bannon,,,,,G-F,0,0,77,209,UCLA,,2/22/1975,Bellflower,CA,USA,Artesia,Lakewood,CA,USA,0000-00-00,B
obertfa01,Fabricio,Fabricio,Raul Jesus,Oberto,,,,,F,0,0,82,245,none,,3/21/1975,Las Varillas,,ARG,Gustavo Martinez Zuviria,Las Varillas,,ARG,0000-00-00,W
oboyljo01,John,John,W.,O'Boyle,,,,,G,0,0,74,185,Colorado State,Modesto JC,3/7/1928,,,,,,,,0000-00-00,W
obriera01,Ralph,Ralph,E.,O'Brien,,,,"Buckshot, Buck",G,0,0,69,160,Butler,,4/8/1928,Henshaw,KY,USA,Washington,Indianapolis,IN,USA,0000-00-00,W
obryapa01,Patrick,Patrick,Fitzgerald,O'Bryant,,,,,C,0,0,84,260,Bradley,,6/20/1986,Oskaloosa,IA,USA,Blaine,Blaine,MN,USA,0000-00-00,B
odomla01,Lamar,Lamar,Joseph,Odom,,,,,F,0,0,82,220,Rhode Island,UNLV (DNP),11/6/1979,Jamaica,NY,USA,Christian Redemption Acad / Christ the King / St Thomas Aquinas,Troy / Middle Village / New Britain,NY / NY / CT,USA,0000-00-00,B
ogdenra01,Ralph,Ralph,,Ogden,,,,,F,0,0,77,205,Santa Clara,,1/25/1948,,,,Lincoln,San Jose,CA,USA,0000-00-00,W
ohanlfr01,Francis,Francis,Brian,O'Hanlon,,,,Fran,G,0,0,72.5,175,Villanova,,8/24/1948,,,,St. Thomas More,Philadelphia,PA,USA,0000-00-00,W
okurme01,Mehmet,Mehmet,,Okur,,,,,C-F,0,0,83,249,none,,5/26/1979,Yalova,,TUR,Cem Sultan,Gazcilar Bursa,,TUR,0000-00-00,W
olajuha01,Hakeem,Hakeem,Abdul,Olajuwon,,Akeem Abdul Olajuwon,,The Dream,C,0,0,82,250,Houston,,1/21/1963,Lagos,,NGR,Muslim Teachers College,Lagos,,NGR,0000-00-00,B
olberma01,Mark,Mark,Allen,Olberding,,,,,F,0,0,80,225,Minnesota,,4/21/1956,Melrose,MN,USA,Melrose,Melrose,MN,USA,0000-00-00,W
oldhaja01,Jawann,Jawann,,Oldham,,,,,C,0,0,84,215,Seattle,,7/4/1957,Chicago,IL,USA,Cleveland,Seattle,WA,USA,0000-00-00,B
oldhajo01,John,John,O.,Oldham,,,,Johnny,G,0,0,75,175,Western Kentucky,,6/22/1923,Beaver Dam,KY,USA,Hartford,Hartford,KY,USA,0000-00-00,W
oleynfr01,Frank,Frank,,Oleynick,,,,Magic,G,0,0,74,185,Seattle,,2/20/1955,Bridgeport,CT,USA,Notre Dame,Fairfield,CT,USA,0000-00-00,W
olivebr01,Brian,Brian,Darnell,Oliver,,,,,G,0,0,76,210,Georgia Tech,,6/1/1968,Chicago,IL,USA,Wills,Smyrna,GA,USA,0000-00-00,B
olivede01,Dean,Dean,,Oliver,,,,,G,0,0,71,175,Iowa,,11/5/1978,Quincy,IL,USA,Mason City,Mason City,IA,USA,0000-00-00,B
oliveji01,Jimmy,Jimmy,Allen,Oliver,,,,,G-F,0,0,77,205,Purdue,,7/12/1969,Menifee,AR,USA,Morrilton,Morrilton,AR,USA,0000-00-00,B
olivejo01,John,John,,Olive,,,,,F,0,0,79,210,Villanova,,3/1/1955,Philadelphia,PA,USA,Bishop Eustace,Pennsauken,NJ,USA,0000-00-00,W
ollieke01,Kevin,Kevin,Jermaine,Ollie,,,,,G,0,0,76,195,Connecticut,,12/27/1972,Dallas,TX,USA,Crenshaw,Los Angeles,CA,USA,0000-00-00,B
olowomi01,Michael,Michael,,Olowokandi,,,,,C,0,0,84,269,Pacific,Brunel College,4/3/1975,Lagos,,NGR,Newlands Manorium,East Sussex,,ENG,0000-00-00,B
onealje01,Jermaine,Jermaine,,O'Neal,,,,,F-C,0,0,83,226,none,,10/13/1978,Columbia,SC,USA,Eau Claire,Columbia,SC,USA,0000-00-00,B
onealsh01,Shaquille,Shaquille,Rashaun,O'Neal,,,,Shaq,C,0,0,85,300,Louisiana State,,3/6/1972,Newark,NJ,USA,Cole,San Antonio,TX,USA,0000-00-00,B
ormsba01,Barry,Barry,D.,Orms,,,,,G,0,0,75,190,St. Louis,,5/1/1946,St. Louis,MO,USA,Beaumont,St. Louis,MO,USA,0000-00-00,B
orrlo01,Louis,Louis,M.,Orr,,,,Biafra,F,0,0,80,175,Syracuse,,5/7/1958,Cincinnati,OH,USA,Withrow,Cincinnati,OH,USA,0000-00-00,B
ortonda01,Daniel,Daniel,Joseph,Orton,,,,,C,0,0,82,255,Kentucky,,8/6/1990,Oklahoma City,OK,USA,Bishop McGuinness,Oklahoma City,OK,USA,0000-00-00,B
osheake01,Kevin,Kevin,Christopher,O'Shea,,,,,G,0,0,74,175,Notre Dame,,7/10/1925,San Francisco,CA,USA,St. Ignatius,San Francisco,CA,USA,2/21/2003,W
oshiega01,Garland,Garland,Lee,O'Shields,,,,Mule,G-F,0,0,73,195,Tennessee,Spartanburg JC,5/23/1921,Spartanburg County,SC,USA,,,,,1/17/2001,W
ottenma01,Mac,Mac,William,Otten,,,,,F-C,0,0,79,220,Bowling Green,,12/16/1925,Bellefontaine,OH,USA,Bellefontaine,Bellefontaine,OH,USA,0000-00-00,W
outlatr01,Travis,Travis,Marquez,Outlaw,,,,,F,0,0,81,210,none,,9/18/1984,Starkville,MS,USA,Starkville,Starkville,MS,USA,0000-00-00,B
owensan01,Andre,Andre,,Owens,,,,,G,0,0,76,200,Houston,Indiana,10/31/1980,Indianapolis,IN,USA,Perry Meridian,Indianapolis,IN,USA,0000-00-00,B
owensbi01,Billy,Billy,Eugene,Owens,,,,,F-G,0,0,80,220,Syracuse,,5/1/1969,Carlisle,PA,USA,Carlisle,Carlisle,PA,USA,0000-00-00,B
owensed01,Eddie,Eddie,,Owens,,,,,F,0,0,79,210,UNLV,,12/26/1953,Houston,TX,USA,Wheatley,Houston,TX,USA,0000-00-00,B
owensji01,Jim,Jim,,Owens,,,,,F,0,0,77,200,Arizona State,,5/1/1950,Los Angeles,CA,USA,South Torrance,Los Angeles,CA,USA,0000-00-00,W
owenske01,Keith,Keith,Kensel,Owens,,,,,F,0,0,79,225,UCLA,,5/31/1969,San Francisco,CA,USA,Birmingham,Van Nuys,CA,USA,0000-00-00,B
owensla01,Larry,Larry,,Owens,,,,,F-G,0,0,79,210,Oral Roberts,,1/8/1983,Mesa,AZ,USA,Westwood,Mesa,AZ,USA,0000-00-00,B
oyedeol01,Olumide,Olumide,,Oyedeji,,,,,F-C,0,0,82,240,none,,5/11/1981,Ibadan,,NGR,Community,Ibadan,,NGR,0000-00-00,B
packro01,Robert,Robert,John,Pack,,,Jr.,,G,0,0,74,180,USC,Tyler JC,2/3/1969,New Orleans,LA,USA,Alfred Lawless,New Orleans,LA,USA,0000-00-00,B
packwa01,Wayne,Wayne,,Pack,,,,Six-Pack,G,0,0,72,165,Tennessee Tech,,7/5/1950,Indianapolis,IN,USA,Washington,Indianapolis,IN,USA,0000-00-00,B
paddige01,Gerald,Gerald,James,Paddio,,,,,F-G,0,0,79,205,UNLV,Kilgore/Seminole JC,4/21/1965,Lafayette,LA,USA,Rayne,Rayne,LA,USA,0000-00-00,B
padgesc01,Scott,Scott,Anthony,Padgett,,,,,F,0,0,81,240,Kentucky,,4/19/1976,Louisville,KY,USA,St. Xavier,Louisville,KY,USA,0000-00-00,W
pagetda01,Dana,Dana,P.,Pagett,,,,,G,0,0,74,180,USC,,3/29/1949,,,,El Segundo,El Segundo,CA,USA,0000-00-00,W
palazto01,Togo,Togo,Anthony,Palazzi,,,,,F-G,0,0,76,205,Holy Cross,,8/8/1932,Union Hill,NJ,USA,Union Hill,Union City,NJ,USA,0000-00-00,W
